scenario,aggressive,base,conservative
base,1.0292800328422829,1.0219272061007363,1.0256159941265552
combined_shock,0.9998805636063374,0.9772206925967051,1.0171387048047615
medical_inflation,0.958393298807449,0.9944018490859984,0.9927069895816354
price_war,0.9969506817867276,1.0257740593811013,0.9927623431506687
