scenario,aggressive,base,conservative
base,0.438759875589713,0.658996519455758,0.7399308731054033
combined_shock,0.23714459498125778,0.46821953050881254,0.5807252037484084
medical_inflation,0.43870557249027814,0.6572665864332459,0.7394597432991153
price_war,0.23614381537665635,0.46824402891285144,0.5814912855518805
