scenario,aggressive,base,conservative
base,12.397181976840086,11.29435535491378,4.818998655913891
combined_shock,4.316607229194846,4.407590028767334,-1.03763249667814
medical_inflation,6.853940499519976,4.123861228824798,-3.610630245303437
price_war,6.439923074904377,8.528428694185395,3.61623459963873
