scenario,aggressive,base,conservative
base,0.7225220016962723,0.7909714544885508,0.8971320844860691
combined_shock,0.7947742018658998,0.870068599937406,0.9868452929346763
medical_inflation,0.8309003019507132,0.9096171726618334,1.0317018971589795
price_war,0.7225220016962723,0.7909714544885508,0.8971320844860691
