scenario,aggressive,base,conservative
base,1.0068492242027367,0.9981852569631624,0.9981258994920132
combined_shock,1.0005692717948012,1.0065426795659023,0.9955480614032681
medical_inflation,0.9980810936863258,0.9984768156432767,0.9966383381214348
price_war,1.007214882249079,0.9987331829521277,0.9984535847124463
