scenario,aggressive,base,conservative
base,0.7598015727631465,0.841535346121467,0.9471804657575158
combined_shock,0.8335749255762982,0.8837758692611695,1.0382728659602791
medical_inflation,0.8196080459263636,0.9301331247264746,1.0496215736261254
price_war,0.7488276109602944,0.8358662085617881,0.9209786609277381
