scenario,aggressive,base,conservative
base,4885319.518233354,4462551.483001621,3934482.890846429
combined_shock,4885319.518233354,4462551.483001621,3934482.890846429
medical_inflation,4885319.518233354,4462551.483001621,3934482.890846429
price_war,4885319.518233354,4462551.483001621,3934482.890846429
