scenario,aggressive,base,conservative
base,11.451623639272348,10.120641239534644,3.322069055156242
combined_shock,4.3216501680560455,5.392213762124874,-1.9027947562553547
medical_inflation,8.521651497426811,4.451184451268492,-3.1145022677033114
price_war,6.546078929690924,7.55136212107649,3.9459213600111847
