scenario,aggressive,base,conservative
base,47.675681189952996,63.866868679070585,62.89470558194002
combined_shock,25.967542349138757,46.39495884242682,49.7165474419957
medical_inflation,47.23964292746812,63.709510892569895,62.76508462165223
price_war,26.062096055693893,46.00735811259924,49.934883492708124
