scenario,aggressive,base,conservative
base,47.35136110146432,63.9829813489497,63.01279789849125
combined_shock,25.95276817022244,46.093384596901394,49.938872234774955
medical_inflation,47.33046565684619,63.806700260260456,62.97679130020047
price_war,25.875408033584705,46.06571494561477,50.012223159166005
