scenario,aggressive,base,conservative
base,0.7381874208372712,0.8234787576821914,0.9235234933754739
combined_shock,0.8336744966516668,0.9043769498093305,1.0207780522515602
medical_inflation,0.8551896668582939,0.935369464147119,1.0573327121112304
price_war,0.7511180087847987,0.8148638590705893,0.9276929844104328
