scenario,aggressive,base,conservative
base,0.9237279617792018,0.8960795832523107,0.6893691599352052
combined_shock,1.001168264471016,1.223392767233596,1.8337848538349861
medical_inflation,1.2433214875477303,1.0793729963937155,0.8625924163113992
price_war,1.016484025282883,0.8854341628282523,1.091168521092462
