scenario,aggressive,base,conservative
base,1.004421836449104,0.9998838848863402,0.997795911530818
combined_shock,1.005884194910082,1.0066218286277342,0.9991989261953749
medical_inflation,1.000032886543109,1.0023634452120622,0.9977554649672876
price_war,0.996341994494844,1.0019134703954022,0.9974354120363728
